slug,image_index,role,file_name,r2_key,url,width,height,bytes,source_url
dark-gatorade-style-portrait,1,cover,dark-gatorade-style-portrait-01.webp,assets/images/gallery/dark-gatorade-style-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/dark-gatorade-style-portrait-01.webp,1800,2809,218346,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case97/output.jpg
portrait-of-a-gentle-woman-with-glasses,1,cover,portrait-of-a-gentle-woman-with-glasses-01.webp,assets/images/gallery/portrait-of-a-gentle-woman-with-glasses-01.webp,https://cdn.aigptimage.com/assets/images/gallery/portrait-of-a-gentle-woman-with-glasses-01.webp,1800,3198,288780,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case98/output.jpg
dreamy-underwater-woman-with-translucent-fish,1,cover,dreamy-underwater-woman-with-translucent-fish-01.webp,assets/images/gallery/dreamy-underwater-woman-with-translucent-fish-01.webp,https://cdn.aigptimage.com/assets/images/gallery/dreamy-underwater-woman-with-translucent-fish-01.webp,1800,2250,151006,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case99/output.jpg
japanese-classroom-long-hair-snapshot,1,cover,japanese-classroom-long-hair-snapshot-01.webp,assets/images/gallery/japanese-classroom-long-hair-snapshot-01.webp,https://cdn.aigptimage.com/assets/images/gallery/japanese-classroom-long-hair-snapshot-01.webp,1800,2250,200234,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case100/output.jpg
cozy-catgirl-pajama-night-portrait,1,cover,cozy-catgirl-pajama-night-portrait-01.webp,assets/images/gallery/cozy-catgirl-pajama-night-portrait-01.webp,https://cdn.aigptimage.com/assets/images/gallery/cozy-catgirl-pajama-night-portrait-01.webp,1800,2250,175988,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/portrait_case101/output.jpg
boston-spring-2026-city-poster,1,cover,boston-spring-2026-city-poster-01.webp,assets/images/gallery/boston-spring-2026-city-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/boston-spring-2026-city-poster-01.webp,1800,2700,348312,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case1/output.jpg
vintage-amalfi-travel-poster,1,cover,vintage-amalfi-travel-poster-01.webp,assets/images/gallery/vintage-amalfi-travel-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/vintage-amalfi-travel-poster-01.webp,1800,2700,490676,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case2/output.jpg
chengdu-food-map-illustration,1,cover,chengdu-food-map-illustration-01.webp,assets/images/gallery/chengdu-food-map-illustration-01.webp,https://cdn.aigptimage.com/assets/images/gallery/chengdu-food-map-illustration-01.webp,1800,1800,480662,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case3/output.jpg
chinese-minimalist-s-shaped-poster,1,cover,chinese-minimalist-s-shaped-poster-01.webp,assets/images/gallery/chinese-minimalist-s-shaped-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/chinese-minimalist-s-shaped-poster-01.webp,1800,3198,280856,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case4/output.jpg
2026-spring-guangzhou-city-poster,1,cover,2026-spring-guangzhou-city-poster-01.webp,assets/images/gallery/2026-spring-guangzhou-city-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/2026-spring-guangzhou-city-poster-01.webp,1800,3198,511544,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case5/output.jpg
doodle-sketch-ai-builder,1,cover,doodle-sketch-ai-builder-01.webp,assets/images/gallery/doodle-sketch-ai-builder-01.webp,https://cdn.aigptimage.com/assets/images/gallery/doodle-sketch-ai-builder-01.webp,1800,1200,244956,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case7/output.jpg
futuristic-mandala-illustration,1,cover,futuristic-mandala-illustration-01.webp,assets/images/gallery/futuristic-mandala-illustration-01.webp,https://cdn.aigptimage.com/assets/images/gallery/futuristic-mandala-illustration-01.webp,1800,1800,440914,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case8/output.jpg
super-famicom-poster-style,1,cover,super-famicom-poster-style-01.webp,assets/images/gallery/super-famicom-poster-style-01.webp,https://cdn.aigptimage.com/assets/images/gallery/super-famicom-poster-style-01.webp,1800,1200,296038,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case9/output.jpg
browser-game-ad-creative-poster,1,cover,browser-game-ad-creative-poster-01.webp,assets/images/gallery/browser-game-ad-creative-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/browser-game-ad-creative-poster-01.webp,1800,2548,299066,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case10/output.jpg
surreal-koi-nebula-illustration,1,cover,surreal-koi-nebula-illustration-01.webp,assets/images/gallery/surreal-koi-nebula-illustration-01.webp,https://cdn.aigptimage.com/assets/images/gallery/surreal-koi-nebula-illustration-01.webp,1800,2700,378386,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case11/output.jpg
ink-curve-guangzhou-aesthetics-poster,1,cover,ink-curve-guangzhou-aesthetics-poster-01.webp,assets/images/gallery/ink-curve-guangzhou-aesthetics-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/ink-curve-guangzhou-aesthetics-poster-01.webp,1800,3198,531822,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case12/output.jpg
guangdong-super-league-invitation-poster,1,cover,guangdong-super-league-invitation-poster-01.webp,assets/images/gallery/guangdong-super-league-invitation-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/guangdong-super-league-invitation-poster-01.webp,1800,3198,453522,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case13/output.jpg
spring-2026-guangzhou-promo-poster,1,cover,spring-2026-guangzhou-promo-poster-01.webp,assets/images/gallery/spring-2026-guangzhou-promo-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/spring-2026-guangzhou-promo-poster-01.webp,1800,3198,511544,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case14/output.jpg
epic-silhouette-world-poster,1,cover,epic-silhouette-world-poster-01.webp,assets/images/gallery/epic-silhouette-world-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/epic-silhouette-world-poster-01.webp,1800,2700,341626,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case15/output.jpg
spring-guangzhou-city-poster,1,cover,spring-guangzhou-city-poster-01.webp,assets/images/gallery/spring-guangzhou-city-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/spring-guangzhou-city-poster-01.webp,1800,3200,631910,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case24/output.jpg
science-encyclopedia-vertical-poster,1,cover,science-encyclopedia-vertical-poster-01.webp,assets/images/gallery/science-encyclopedia-vertical-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/science-encyclopedia-vertical-poster-01.webp,1800,2700,337630,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case32/output.jpg
journey-to-the-west-chinese-comic,1,cover,journey-to-the-west-chinese-comic-01.webp,assets/images/gallery/journey-to-the-west-chinese-comic-01.webp,https://cdn.aigptimage.com/assets/images/gallery/journey-to-the-west-chinese-comic-01.webp,1800,1440,506138,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case33/output.jpg
character-relationship-map-poster,1,cover,character-relationship-map-poster-01.webp,assets/images/gallery/character-relationship-map-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/character-relationship-map-poster-01.webp,1800,2250,452268,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case34/output.jpg
new-chinese-ink-landscape-poster,1,cover,new-chinese-ink-landscape-poster-01.webp,assets/images/gallery/new-chinese-ink-landscape-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/new-chinese-ink-landscape-poster-01.webp,1800,2700,162612,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case35/output.jpg
ai-builder-doodle-sketch,1,cover,ai-builder-doodle-sketch-01.webp,assets/images/gallery/ai-builder-doodle-sketch-01.webp,https://cdn.aigptimage.com/assets/images/gallery/ai-builder-doodle-sketch-01.webp,1800,1202,250032,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case36/output.jpg
character-visual-vertical-poster,1,cover,character-visual-vertical-poster-01.webp,assets/images/gallery/character-visual-vertical-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/character-visual-vertical-poster-01.webp,1800,2540,298406,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case38/output.jpg
science-encyclopedia-infographic,1,cover,science-encyclopedia-infographic-01.webp,assets/images/gallery/science-encyclopedia-infographic-01.webp,https://cdn.aigptimage.com/assets/images/gallery/science-encyclopedia-infographic-01.webp,1800,2250,357328,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case39/output.jpg
fictional-anime-movie-poster,1,cover,fictional-anime-movie-poster-01.webp,assets/images/gallery/fictional-anime-movie-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/fictional-anime-movie-poster-01.webp,1800,2548,465798,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case40/output.jpg
product-ad-redesign,1,cover,product-ad-redesign-01.webp,assets/images/gallery/product-ad-redesign-01.webp,https://cdn.aigptimage.com/assets/images/gallery/product-ad-redesign-01.webp,1800,2548,267988,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case41/output.jpg
dark-fantasy-guangzhou-city-poster,1,cover,dark-fantasy-guangzhou-city-poster-01.webp,assets/images/gallery/dark-fantasy-guangzhou-city-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/dark-fantasy-guangzhou-city-poster-01.webp,1800,2700,378386,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case42/output.jpg
science-fiction-movie-poster,1,cover,science-fiction-movie-poster-01.webp,assets/images/gallery/science-fiction-movie-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/science-fiction-movie-poster-01.webp,1800,2700,256630,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case45/output.jpg
refreshing-summer-udon-ad,1,cover,refreshing-summer-udon-ad-01.webp,assets/images/gallery/refreshing-summer-udon-ad-01.webp,https://cdn.aigptimage.com/assets/images/gallery/refreshing-summer-udon-ad-01.webp,1800,2400,332762,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case46/output.jpg
handwritten-medical-prescription-sheet,1,cover,handwritten-medical-prescription-sheet-01.webp,assets/images/gallery/handwritten-medical-prescription-sheet-01.webp,https://cdn.aigptimage.com/assets/images/gallery/handwritten-medical-prescription-sheet-01.webp,1800,2401,233898,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case47/output.jpg
silicon-valley-2026-promo-poster,1,cover,silicon-valley-2026-promo-poster-01.webp,assets/images/gallery/silicon-valley-2026-promo-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/silicon-valley-2026-promo-poster-01.webp,1800,3198,436128,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case48/output.jpg
japanese-supermarket-sale-flyer,1,cover,japanese-supermarket-sale-flyer-01.webp,assets/images/gallery/japanese-supermarket-sale-flyer-01.webp,https://cdn.aigptimage.com/assets/images/gallery/japanese-supermarket-sale-flyer-01.webp,1800,2700,704464,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case49/output.jpg
dark-epic-concept-poster,1,cover,dark-epic-concept-poster-01.webp,assets/images/gallery/dark-epic-concept-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/dark-epic-concept-poster-01.webp,1800,2700,237808,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case50/output.jpg
pilates-studio-ad-poster,1,cover,pilates-studio-ad-poster-01.webp,assets/images/gallery/pilates-studio-ad-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/pilates-studio-ad-poster-01.webp,1800,1800,153662,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case51/output.jpg
6-block-fashion-campaign-prompt-formula,1,cover,6-block-fashion-campaign-prompt-formula-01.webp,assets/images/gallery/6-block-fashion-campaign-prompt-formula-01.webp,https://cdn.aigptimage.com/assets/images/gallery/6-block-fashion-campaign-prompt-formula-01.webp,1800,1013,170476,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case57/output.jpg
sony-a7-exploded-view-breakdown-prompt,1,cover,sony-a7-exploded-view-breakdown-prompt-01.webp,assets/images/gallery/sony-a7-exploded-view-breakdown-prompt-01.webp,https://cdn.aigptimage.com/assets/images/gallery/sony-a7-exploded-view-breakdown-prompt-01.webp,1800,2400,252352,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case58/output.jpg
1900-istiklal-street-panorama-prompt,1,cover,1900-istiklal-street-panorama-prompt-01.webp,assets/images/gallery/1900-istiklal-street-panorama-prompt-01.webp,https://cdn.aigptimage.com/assets/images/gallery/1900-istiklal-street-panorama-prompt-01.webp,1800,893,150306,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case59/output.jpg
theme-science-encyclopedia-card,1,cover,theme-science-encyclopedia-card-01.webp,assets/images/gallery/theme-science-encyclopedia-card-01.webp,https://cdn.aigptimage.com/assets/images/gallery/theme-science-encyclopedia-card-01.webp,1800,2250,334936,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case54/output.jpg
chili-pork-cooking-flowchart,1,cover,chili-pork-cooking-flowchart-01.webp,assets/images/gallery/chili-pork-cooking-flowchart-01.webp,https://cdn.aigptimage.com/assets/images/gallery/chili-pork-cooking-flowchart-01.webp,1800,2400,353184,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case55/output.jpg
cinematic-infographic-concept-poster,1,cover,cinematic-infographic-concept-poster-01.webp,assets/images/gallery/cinematic-infographic-concept-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/cinematic-infographic-concept-poster-01.webp,1800,2700,378526,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case56/output.jpg
360-equirectangular-panorama-image,1,cover,360-equirectangular-panorama-image-01.webp,assets/images/gallery/360-equirectangular-panorama-image-01.webp,https://cdn.aigptimage.com/assets/images/gallery/360-equirectangular-panorama-image-01.webp,1800,2700,191948,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case75/output.jpg
360-equirectangular-panorama-image,2,variant,360-equirectangular-panorama-image-02.webp,assets/images/gallery/360-equirectangular-panorama-image-02.webp,https://cdn.aigptimage.com/assets/images/gallery/360-equirectangular-panorama-image-02.webp,1800,862,64640,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case75/output1.jpg
luxury-sportswear-basketball-athlete-campaign-poster,1,cover,luxury-sportswear-basketball-athlete-campaign-poster-01.webp,assets/images/gallery/luxury-sportswear-basketball-athlete-campaign-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/luxury-sportswear-basketball-athlete-campaign-poster-01.webp,1800,1800,84830,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case70/output.jpg
streetwear-fashion-campaign-asian-apparel-poster,1,cover,streetwear-fashion-campaign-asian-apparel-poster-01.webp,assets/images/gallery/streetwear-fashion-campaign-asian-apparel-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/streetwear-fashion-campaign-asian-apparel-poster-01.webp,1800,3200,176500,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case71/output.jpg
epic-career-moments-cinematic-poster-template,1,cover,epic-career-moments-cinematic-poster-template-01.webp,assets/images/gallery/epic-career-moments-cinematic-poster-template-01.webp,https://cdn.aigptimage.com/assets/images/gallery/epic-career-moments-cinematic-poster-template-01.webp,1800,2250,454246,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case72/output.jpg
avant-garde-basketball-sculpture-sports-fashion-ad,1,cover,avant-garde-basketball-sculpture-sports-fashion-ad-01.webp,assets/images/gallery/avant-garde-basketball-sculpture-sports-fashion-ad-01.webp,https://cdn.aigptimage.com/assets/images/gallery/avant-garde-basketball-sculpture-sports-fashion-ad-01.webp,1800,1800,205284,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case73/output.jpg
avant-garde-tennis-racket-sculpture-sports-fashion-ad,1,cover,avant-garde-tennis-racket-sculpture-sports-fashion-ad-01.webp,assets/images/gallery/avant-garde-tennis-racket-sculpture-sports-fashion-ad-01.webp,https://cdn.aigptimage.com/assets/images/gallery/avant-garde-tennis-racket-sculpture-sports-fashion-ad-01.webp,1800,1800,93288,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case74/output.jpg
surrealist-liquor-brand-high-fashion-poster,1,cover,surrealist-liquor-brand-high-fashion-poster-01.webp,assets/images/gallery/surrealist-liquor-brand-high-fashion-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/surrealist-liquor-brand-high-fashion-poster-01.webp,1800,2700,191948,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case75/output.jpg
surrealist-liquor-brand-high-fashion-poster,2,variant,surrealist-liquor-brand-high-fashion-poster-02.webp,assets/images/gallery/surrealist-liquor-brand-high-fashion-poster-02.webp,https://cdn.aigptimage.com/assets/images/gallery/surrealist-liquor-brand-high-fashion-poster-02.webp,1800,862,64640,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case75/output1.jpg
premium-food-recipe-poster-elegant-layout,1,cover,premium-food-recipe-poster-elegant-layout-01.webp,assets/images/gallery/premium-food-recipe-poster-elegant-layout-01.webp,https://cdn.aigptimage.com/assets/images/gallery/premium-food-recipe-poster-elegant-layout-01.webp,1800,2699,493332,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case76/output.jpg
luxury-fashion-magazine-cover-black-and-white,1,cover,luxury-fashion-magazine-cover-black-and-white-01.webp,assets/images/gallery/luxury-fashion-magazine-cover-black-and-white-01.webp,https://cdn.aigptimage.com/assets/images/gallery/luxury-fashion-magazine-cover-black-and-white-01.webp,1800,2700,294302,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case77/output.jpg
surrealist-rolex-luxury-watch-fashion-poster,1,cover,surrealist-rolex-luxury-watch-fashion-poster-01.webp,assets/images/gallery/surrealist-rolex-luxury-watch-fashion-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/surrealist-rolex-luxury-watch-fashion-poster-01.webp,1800,2400,163514,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case78/output.jpg
peacock-botanical-vintage-symmetrical-art-print,1,cover,peacock-botanical-vintage-symmetrical-art-print-01.webp,assets/images/gallery/peacock-botanical-vintage-symmetrical-art-print-01.webp,https://cdn.aigptimage.com/assets/images/gallery/peacock-botanical-vintage-symmetrical-art-print-01.webp,1800,1200,508698,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case79/output.jpg
splash-fashion-brand-hyper-realistic-campaign-poster,1,cover,splash-fashion-brand-hyper-realistic-campaign-poster-01.webp,assets/images/gallery/splash-fashion-brand-hyper-realistic-campaign-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/splash-fashion-brand-hyper-realistic-campaign-poster-01.webp,1800,2549,238226,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case80/output.jpg
avant-garde-guitar-sculpture-fashion-advertisement,1,cover,avant-garde-guitar-sculpture-fashion-advertisement-01.webp,assets/images/gallery/avant-garde-guitar-sculpture-fashion-advertisement-01.webp,https://cdn.aigptimage.com/assets/images/gallery/avant-garde-guitar-sculpture-fashion-advertisement-01.webp,1800,1350,114172,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case81/output.jpg
illustrated-city-food-map,1,cover,illustrated-city-food-map-01.webp,assets/images/gallery/illustrated-city-food-map-01.webp,https://cdn.aigptimage.com/assets/images/gallery/illustrated-city-food-map-01.webp,1800,1800,479632,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case110/output.jpg
3d-stone-staircase-evolution-infographic,1,cover,3d-stone-staircase-evolution-infographic-01.webp,assets/images/gallery/3d-stone-staircase-evolution-infographic-01.webp,https://cdn.aigptimage.com/assets/images/gallery/3d-stone-staircase-evolution-infographic-01.webp,1800,3198,342944,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case111/output.jpg
biomimetic-skyray-aircraft-poster,1,cover,biomimetic-skyray-aircraft-poster-01.webp,assets/images/gallery/biomimetic-skyray-aircraft-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/biomimetic-skyray-aircraft-poster-01.webp,1800,3793,197860,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case119/output.jpg
taoist-three-souls-seven-po-poster,1,cover,taoist-three-souls-seven-po-poster-01.webp,assets/images/gallery/taoist-three-souls-seven-po-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/taoist-three-souls-seven-po-poster-01.webp,1800,2700,575540,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case120/output.jpg
vintage-claude-shannon-infographic-poster,1,cover,vintage-claude-shannon-infographic-poster-01.webp,assets/images/gallery/vintage-claude-shannon-infographic-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/vintage-claude-shannon-infographic-poster-01.webp,1800,1274,260516,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case121/output.jpg
ink-wash-tribute-poster-for-chen-uen,1,cover,ink-wash-tribute-poster-for-chen-uen-01.webp,assets/images/gallery/ink-wash-tribute-poster-for-chen-uen-01.webp,https://cdn.aigptimage.com/assets/images/gallery/ink-wash-tribute-poster-for-chen-uen-01.webp,1800,2545,537166,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case122/output.jpg
water-signs-zodiac-character-poster,1,cover,water-signs-zodiac-character-poster-01.webp,assets/images/gallery/water-signs-zodiac-character-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/water-signs-zodiac-character-poster-01.webp,1800,2546,270236,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case123/output.jpg
earth-signs-zodiac-character-poster,1,cover,earth-signs-zodiac-character-poster-01.webp,assets/images/gallery/earth-signs-zodiac-character-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/earth-signs-zodiac-character-poster-01.webp,1800,2546,271056,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case124/output.jpg
fire-sign-zodiac-character-poster,1,cover,fire-sign-zodiac-character-poster-01.webp,assets/images/gallery/fire-sign-zodiac-character-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/fire-sign-zodiac-character-poster-01.webp,1800,2546,251522,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case125/output.jpg
air-sign-zodiac-character-poster,1,cover,air-sign-zodiac-character-poster-01.webp,assets/images/gallery/air-sign-zodiac-character-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/air-sign-zodiac-character-poster-01.webp,1800,2546,229994,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case126/output.jpg
ethnographic-plate-for-tibetan-ceremonial-hat,1,cover,ethnographic-plate-for-tibetan-ceremonial-hat-01.webp,assets/images/gallery/ethnographic-plate-for-tibetan-ceremonial-hat-01.webp,https://cdn.aigptimage.com/assets/images/gallery/ethnographic-plate-for-tibetan-ceremonial-hat-01.webp,1800,2700,444768,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case127/output.jpg
vintage-prs-guitar-lineage-poster,1,cover,vintage-prs-guitar-lineage-poster-01.webp,assets/images/gallery/vintage-prs-guitar-lineage-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/vintage-prs-guitar-lineage-poster-01.webp,1800,2700,448032,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case128/output.jpg
alishan-one-day-travel-poster,1,cover,alishan-one-day-travel-poster-01.webp,assets/images/gallery/alishan-one-day-travel-poster-01.webp,https://cdn.aigptimage.com/assets/images/gallery/alishan-one-day-travel-poster-01.webp,1800,2700,600412,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case129/output.jpg
dance-movement-reference-sheet,1,cover,dance-movement-reference-sheet-01.webp,assets/images/gallery/dance-movement-reference-sheet-01.webp,https://cdn.aigptimage.com/assets/images/gallery/dance-movement-reference-sheet-01.webp,1800,1019,120098,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case130/output.jpg
anime-museum-background-conversion,1,cover,anime-museum-background-conversion-01.webp,assets/images/gallery/anime-museum-background-conversion-01.webp,https://cdn.aigptimage.com/assets/images/gallery/anime-museum-background-conversion-01.webp,1800,1206,180394,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case132/output.jpg
16-pose-dance-combat-reference-sheet,1,cover,16-pose-dance-combat-reference-sheet-01.webp,assets/images/gallery/16-pose-dance-combat-reference-sheet-01.webp,https://cdn.aigptimage.com/assets/images/gallery/16-pose-dance-combat-reference-sheet-01.webp,1800,1021,82234,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case133/output.jpg
16-panel-dance-pose-reference-sheet,1,cover,16-panel-dance-pose-reference-sheet-01.webp,assets/images/gallery/16-panel-dance-pose-reference-sheet-01.webp,https://cdn.aigptimage.com/assets/images/gallery/16-panel-dance-pose-reference-sheet-01.webp,1800,1020,71782,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case134/output.jpg
16-panel-female-dance-pose-sheet,1,cover,16-panel-female-dance-pose-sheet-01.webp,assets/images/gallery/16-panel-female-dance-pose-sheet-01.webp,https://cdn.aigptimage.com/assets/images/gallery/16-panel-female-dance-pose-sheet-01.webp,1800,1020,68824,docs/网站资料/gptimage2/提示词github原始资料/awesome-gpt-image-2-prompts-main/images/poster_case135/output.jpg
